PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
002vV,8/6k1/2R4p/5p1P/5P1K/6P1/8/r7 w - - 2 58,c6b6 a1h1,459,93,100,224,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/KB7FAntf#115,
00HHN,4r2k/p6p/1p3R2/2p5/2P5/1P4R1/r5PP/2K5 w - - 0 32,f6f7 e8e1,472,86,98,711,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tMmxk7ja#63,
00Hk4,5rk1/p4ppp/4p3/1Q6/1P1BN1b1/8/Pq3PPP/R1r1KB1R w KQ - 2 18,a1c1 b2c1,573,83,100,172,mate mateIn1 middlegame oneMove,https://lichess.org/gpoTbULY#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00HnR,q5kr/p4p2/3Bb1p1/4p2p/5n2/2P5/P1Q2PPP/3R1RK1 w - - 4 21,d6e5 a8g2,729,76,100,247,master mate mateIn1 middlegame oneMove,https://lichess.org/Iva57KFW#41,
00K48,6Qk/6pp/p2B4/2pP4/P1q5/6P1/2P1p2P/5RK1 b - - 0 26,h8g8 f1f8,435,102,100,232,endgame master mate mateIn1 oneMove,https://lichess.org/vGu9FCAH/black#52,
00KgR,5r1k/1pq3p1/2p2P1p/3pPQ2/1p1P4/7P/1rB4K/5R2 b - - 1 35,f8f6 f5h7,789,75,100,231,endgame mate mateIn1 oneMove,https://lichess.org/8f0kmTFT/black#70,
00SOy,6k1/6b1/p1r1p2p/1pN4r/3P3q/2P2Q2/P4PP1/1R2R1K1 w - - 2 31,f3c6 h4h1,561,85,97,523,mate mateIn1 middlegame oneMove,https://lichess.org/nkJegacG#61,
00V59,rnb2rk1/5ppp/p2q4/1p1P4/2p3n1/2N2N2/PP2BPPP/R2Q1RK1 w - - 0 14,f3d4 d6h2,559,80,100,106,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/EaO3DqDl#27,Indian_Defense Indian_Defense_Anti-Nimzo-Indian
00aZP,r1b1k2r/p1p2ppp/1pN2n2/2n1b3/2B1P3/P1N5/1PP2PPP/R1BR2K1 b kq - 0 13,e5c3 d1d8,578,88,100,189,mate mateIn1 oneMove opening,https://lichess.org/7lR4XDLK/black#26,Italian_Game Italian_Game_Other_variations
00bSy,1kr1r3/1pp4p/p2b2p1/3N1p2/P7/3P1Q1P/2R2PP1/2R1q1K1 w - - 7 27,c1e1 e8e1,496,86,100,289,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/s7Pa0Pux#53,
00lMW,2r4k/p4qpp/1p2R3/2p3Q1/8/7P/PB3PP1/6K1 b - - 0 29,f7e6 g5g7,754,96,100,43,endgame mate mateIn1 oneMove,https://lichess.org/nd9PhkFp/black#58,
00mJq,r1b5/pp1nkpr1/2q1p3/8/8/3B4/P1P1NPPP/R2Q1RK1 w - - 3 18,e2d4 c6g2,625,81,97,324,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qGtdon3N#35,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
01EfV,rn2k2r/ppq2p2/2p1pp2/8/2BN2p1/3P4/PPPB1P2/R2Q1RbK w kq - 4 16,h1g1 c7h2,675,82,98,852,mate mateIn1 middlegame oneMove,https://lichess.org/YkITVZm0#31,Scandinavian_Defense Scandinavian_Defense_Main_Line
01InH,4k1nr/r1pp1ppq/1p2p3/2b5/2P1PP2/pPNP1nP1/P2B1N1P/R2Q1RKB w k - 3 21,d1f3 h7h2,676,77,97,2361,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mT8UmU6y#41,
01RuT,8/8/8/1P5R/4bk2/4R2P/5P2/r5K1 w - - 1 43,g1h2 a1h1,444,94,100,152,endgame mate mateIn1 oneMove,https://lichess.org/PRrBTjsl#85,
01Y0b,2q1rbk1/5p1p/2p2np1/3p1P2/1p1P4/3BP2P/1PQ1NP2/6RK w - - 0 24,f5g6 c8h3,727,77,100,101,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/iBRudAA1#47,
01d9E,2bR2k1/2q3pp/5p2/1pb1pN2/2p1P1Q1/2P3P1/1P3PBP/6K1 b - - 0 29,c7d8 g4g7,760,78,100,181,endgame kingsideAttack master mate mateIn1 oneMove,https://lichess.org/jmAsmhU1/black#58,
01k4A,rnbq1rk1/1pp1bppn/p2pp3/6PQ/2PPP3/2N5/PP1N1PP1/R3KB1R b KQ - 2 10,e7g5 h5h7,541,84,100,291,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/eO5X1eK9/black#20,Indian_Defense Indian_Defense_Anti-Nimzo-Indian
01qHx,5k2/p4p1p/1p4p1/8/4P3/2r5/P4PPP/1R4K1 w - - 0 23,b1b2 c3c1,400,92,98,787,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/BF06uOQW#45,
029Eo,r1b1k2r/pp1p1ppp/1qn1pB2/8/4P3/5N2/PPPN1bPP/R2QKB1R w KQkq - 0 9,e1e2 b6e3,779,78,100,259,master mate mateIn1 oneMove opening,https://lichess.org/zzprANol#17,Torre_Attack Torre_Attack_Classical_Defense
02KAh,r1bq1k1r/pppp2p1/2n2n1p/2b3BB/4P3/1Qp2N2/P4PPP/RN3RK1 b - - 1 11,h6g5 b3f7,762,78,100,315,mate mateIn1 oneMove opening,https://lichess.org/vlpnvsac/black#22,Italian_Game Italian_Game_Evans_Gambit
02LWp,rr6/Q4Rp1/k3p2q/2Bp4/P6p/7P/2P3P1/6K1 b - - 0 27,a8a7 f7a7,692,77,99,934,endgame mate mateIn1 oneMove,https://lichess.org/oh0XKotT/black#54,
02Or9,2n2r1k/p1q4p/2P2bp1/2Q1N3/3P4/7P/P4PP1/5RK1 b - - 1 24,f6e5 c5f8,634,81,97,996,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/LDFfzv60/black#48,
02Qrx,8/2R3P1/5k1K/8/1r6/8/8/8 w - - 0 55,g7g8q b4h4,452,88,100,381,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/BnEBDRWb#109,
02SYj,2r2rk1/1b2bppp/pNq1pn2/1pp5/2PP4/4P3/PB2BPPP/2RQ1RK1 w - - 2 18,b6c8 c6g2,770,79,100,80,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/gSNu1l87#35,English_Opening English_Opening_Anglo-Indian_Defense
02T7b,8/2k5/1b1p1p2/p1PQ1P2/1p1PP3/1P5q/6R1/5R1K w - - 8 39,g2h2 h3f1,778,80,99,929,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/jZFA17Eq#77,
02ZRF,r7/pp6/4N3/3p1p2/B5n1/2QP2k1/PPP2q2/R1K1q3 w - - 0 35,c3e1 f2e1,620,93,100,38,mate mateIn1 middlegame oneMove,https://lichess.org/aHC0sWm2#69,
02nLE,r3k2r/1bp2ppp/p3pn2/1p1qN3/3P4/3QP3/PPB2PPP/R4RK1 w kq - 0 15,a1c1 d5g2,768,87,100,40,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/xatzilCF#29,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
02qfr,8/4Rpk1/Rp1p1rp1/2p3r1/P1P5/3P4/2P4P/6K1 w - - 1 29,g1h1 f6f1,638,89,100,110,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Iv35M7Rc#57,
02w7n,1k1r4/ppp3Qp/2q5/8/8/3P1P2/PPP1r2P/2KR2R1 w - - 0 18,g1g2 c6c2,756,78,97,536,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/q8hBvdMD#35,Hungarian_Opening Hungarian_Opening_Other_variations
033W8,2kr1bnr/ppp2ppp/3qb3/8/1n6/P1Q2N2/1PP1PPPP/RNB1KB1R w KQ - 3 9,a3b4 d6d1,541,83,100,95,mate mateIn1 oneMove opening,https://lichess.org/4yuUP4Gj#17,Englund_Gambit Englund_Gambit_Stockholm_Variation
03JSh,r4rk1/ppp1q1p1/3p1pQn/3P2p1/3P2R1/3B3P/PP3PP1/R5K1 b - - 7 20,e7f7 g6h7,763,77,99,576,master mate mateIn1 middlegame oneMove,https://lichess.org/liHEU2JJ/black#40,
03KL2,3Q1nk1/5p2/3Bp2p/2Pp2p1/P2P4/2N1P1qn/6P1/1R4K1 w - - 0 32,g1f1 g3f2,794,79,100,76,mate mateIn1 middlegame oneMove,https://lichess.org/xatjbxTb#63,
03QVV,2r3k1/p2p1ppp/b3p3/3pP3/8/1P4R1/q4PPP/Q5K1 w - - 0 22,a1a2 c8c1,413,91,100,359,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/1t3P94Gx#43,
03WIh,4rrk1/pp3pp1/2np3p/q2p1QNP/8/PPp1P3/2P2PP1/R2K3R b - - 1 18,e8e5 f5h7,799,76,97,312,mate mateIn1 middlegame oneMove,https://lichess.org/pdfjjUej/black#36,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
03WUg,2kr3r/pppB1pb1/4p2p/4n1p1/2QP4/6Bq/PPP2P1P/2KR2R1 b - - 0 16,e5d7 c4c7,752,80,100,61,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/qn4AA4YD/black#32,French_Defense French_Defense_Perseus_Gambit
03hjM,8/bp5p/3Nk1p1/p7/1pP1KP1P/r5P1/P1R5/8 w - - 2 42,d6b5 a3e3,686,80,98,919,endgame mate mateIn1 oneMove,https://lichess.org/xF8xZsEX#83,
03k1D,2r2rk1/pb1nqppp/1p2p3/3n4/3P4/P1N5/1PQ1NPPP/1BR2RK1 b - - 1 16,e7g5 c2h7,447,84,100,341,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/hoYAvQQS/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
03ooN,r1b4k/p7/1qpQpr1p/1p2n3/2p1B2P/P1N2P2/1P6/2KR4 b - - 3 26,e5f7 d6f8,766,75,100,452,master mate mateIn1 middlegame oneMove,https://lichess.org/NaWAAqTF/black#52,
03p6N,1r1r2k1/pp3pp1/2p4N/5P1Q/3q4/2n5/P4P1P/1R3KR1 b - - 1 26,g8f8 h5f7,530,80,98,643,mate mateIn1 middlegame oneMove,https://lichess.org/SIHhAxTK/black#52,
03slg,rnbq1bkr/pppnp1pp/8/7Q/2B5/8/PPPP1PPP/RNB1K2R b KQ - 3 7,e7e6 c4e6,773,79,100,850,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/ulM8ZzHV/black#14,Pirc_Defense Pirc_Defense_Other_variations
03zzT,3r1rk1/pp1bqpp1/4p2p/4P3/3p4/2PQ2P1/P1B2PP1/3R1RK1 b - - 1 23,d4c3 d3h7,714,110,100,54,mate mateIn1 middlegame oneMove,https://lichess.org/J4xSmcqQ/black#46,
041Bo,8/3b3p/3p2pQ/8/2P2P2/3P1Bk1/P6p/1r5K w - - 1 33,f3d1 b1d1,400,90,100,307,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/sD8w0FYB#65,
044Sh,r2q1rk1/1pp2ppp/1bn5/p2b4/P2P1p2/2PQ1N1P/1PB2PP1/RN2R1K1 b - - 2 15,d5f3 d3h7,724,82,100,157,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/bVby7CLJ/black#30,Italian_Game Italian_Game_Classical_Variation
0495p,7k/pp3Bqp/n4Q2/8/8/4P3/PP3P1P/4K1R1 b - - 1 27,g7f6 g1g8,472,85,100,163,endgame mate mateIn1 oneMove,https://lichess.org/s4KanwGx/black#54,
04MQ7,r1b2rk1/pp3ppp/2n1p3/3p2N1/8/qB1QP3/P1P3PP/R4RK1 b - - 1 16,a3e7 d3h7,614,84,98,681,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QGaWCLcT/black#32,Sicilian_Defense Sicilian_Defense_French_Variation
04O1o,1k2q3/1p3p2/1p3R2/p2p4/P2Pb3/1Q4P1/1P6/K7 w - - 0 29,b3b6 e8a4,538,81,100,77,endgame mate mateIn1 oneMove,https://lichess.org/KhKKxZSc#57,
04OnZ,2kr2r1/1pp2p1p/2qp1p2/Qpb5/4P1b1/3B4/PPP2PPP/R4R1K b - - 3 15,g4d7 a5a8,630,79,100,155,mate mateIn1 middlegame oneMove,https://lichess.org/UNew57kW/black#30,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense
04PbA,r1q2rk1/p3n1pp/1pp5/n2pN1N1/8/4P3/PPQ2PPP/3R1K1R b - - 3 18,c8c7 c2h7,594,84,100,639,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/11WQJUtb/black#36,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
04R7e,5rk1/P4pp1/7p/8/4P3/6Q1/r3q1PP/R4R1K w - - 2 26,a1a2 e2f1,593,86,97,303,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/F723mX7V#51,
04SG1,5rk1/6p1/2p5/p1Qp4/2b5/P5B1/6PP/4RqK1 w - - 10 37,e1f1 f8f1,455,86,98,555,endgame mate mateIn1 oneMove,https://lichess.org/5kR6VS1w#73,
04YWG,r4rk1/p2p1p2/5BBp/pP6/2P5/4P2q/2Q2PR1/5K2 b - - 0 23,f7g6 c2g6,477,86,100,88,endgame mate mateIn1 oneMove,https://lichess.org/j6Xg1lkZ/black#46,
04aVP,r2b3k/1p3p1p/5p1B/p2qn3/3pR1Q1/1N4P1/PPP2P1P/5RK1 b - - 0 26,e5g4 e4e8,592,81,100,95,master mate mateIn1 middlegame oneMove,https://lichess.org/bl25B7TK/black#52,
04caq,r1b1r1k1/ppqn2pP/2nbp3/3pp1N1/3P1B2/2P5/PP2QPP1/R3K2R b KQ - 0 17,g8h8 g5f7,771,84,100,50,mate mateIn1 middlegame oneMove,https://lichess.org/8BFb7dxA/black#34,Queens_Pawn_Game Queens_Pawn_Game_London_System
04cnX,6k1/1q4pp/p3p3/Q3PpN1/1p1P1P2/2r3N1/P4K1P/8 b - - 11 35,h7h6 a5d8,693,79,100,99,endgame mate mateIn1 oneMove,https://lichess.org/OpqCCeOh/black#70,
04fKw,r1bn1r2/1pp1kB1p/pb2P1p1/5P2/P7/2P5/1P1B2PP/2KR1R2 b - - 0 18,g6f5 d2g5,800,77,100,206,mate mateIn1 middlegame oneMove,https://lichess.org/hWiEzcwz/black#36,Modern_Defense Modern_Defense_Other_variations
04ky3,k1Q4r/pp6/8/7p/2R5/1P5B/2P3KP/q7 b - - 2 42,h8c8 c4c8,567,94,100,54,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/io60SLZ9/black#84,
04lXe,4rQ1k/p5pp/1p5q/n7/3P2nN/2P1r1P1/PP2B2P/R4RK1 b - - 2 22,e8f8 f1f8,634,90,97,421,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/BF93ya2S/black#44,
04xz5,2k2r2/ppp1n3/2b1p2p/6pB/PP1P2Q1/2P1P3/3B2PP/R4q1K w - - 5 23,a1f1 f8f1,545,82,100,170,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/8958ZeeG#45,
05332,2b1r2k/2p4p/p2b1ppB/1p1P4/3p4/PB5P/1PP2PP1/3R2K1 w - - 2 26,d1d4 e8e1,670,79,100,654,endgame mate mateIn1 oneMove,https://lichess.org/e45Ruwvu#51,
054Sp,r1q2rk1/pp3ppp/1n6/2bpP1N1/2p2P2/2P3P1/PPQ3KP/R1B2R2 b - - 0 18,h7h6 c2h7,466,90,100,243,mate mateIn1 middlegame oneMove,https://lichess.org/vPfBA5mu/black#36,Benoni_Defense Benoni_Defense_Old_Benoni
056Mv,r4rk1/pp2ppbp/1qnp2p1/8/2P1P1n1/1PB2N2/P1B2PPP/R2QK2R w KQ - 1 14,c3g7 b6f2,795,77,100,244,middlegame,https://lichess.org/lwAwrv8G#27,Pirc_Defense Pirc_Defense_Other_variations
05LRI,2r5/4N1pk/4p3/R7/1rb5/8/5PP1/5RK1 b - - 3 37,c8c7 a5h5,650,92,100,90,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/TsyOxmfk/black#74,
05XbM,rn1qk2r/ppp1ppb1/5n1p/4P1Q1/2B3b1/8/PPP2PPP/RNB1K1NR w KQkq - 0 9,g5f4 d8d1,698,79,97,621,mate mateIn1 oneMove opening,https://lichess.org/tOduhTM1#17,
05dOC,3r1k2/5pp1/2Nbb2p/8/Q2p1q2/5B2/PP4PP/3R3K w - - 3 26,c6d8 f4h2,598,82,100,265,mate mateIn1 middlegame oneMove,https://lichess.org/Vz7RWhK7#51,
05wTb,6rk/1R1R2p1/1p5Q/p1p5/4p2P/1q4P1/5PK1/8 b - - 0 40,g7h6 d7h7,639,91,100,130,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/NQTNj8zd/black#80,
05zfA,r1b1r1k1/pp2npp1/1q5p/3Q4/3P4/2PB1N2/PP3KPP/R1B1R3 b - - 0 16,e7d5 e1e8,724,79,100,209,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ktkq6OHB/black#32,Vienna_Game Vienna_Game_Vienna_Gambit
063Hf,2kr1r2/p1p1np1p/8/4P2Q/5P2/2B2N2/PP5P/K2q3R w - - 1 21,h1d1 d8d1,670,116,100,22,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/7BbptwO5#41,
06Srr,8/R3Np2/p5p1/7p/1P5P/5k2/r7/5K2 w - - 20 53,e7d5 a2a1,618,78,98,1307,endgame mate mateIn1 oneMove,https://lichess.org/7R5kcTvN#105,
06e6U,3R4/8/5K1k/6p1/4Pn2/7r/8/8 b - - 2 59,h3e3 d8h8,691,86,98,261,endgame mate mateIn1 oneMove,https://lichess.org/fyzEFctd/black#118,
06qEz,6k1/p3qppp/1p2p3/1N6/P1r1n3/3QP1P1/5PKP/R7 b - - 1 24,e7b7 d3d8,400,98,97,649,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/oyEo6Mt3/black#48,
06r2x,3rr1k1/pp3p2/5PB1/8/6nq/1PP3R1/2Q3PP/5RK1 w - - 1 29,g6f5 h4h2,724,76,100,868,mate mateIn1 middlegame oneMove,https://lichess.org/LMGDkUMq#57,
06zX6,8/pR6/4p1k1/4p1pp/4P2n/P1r4P/8/6RK w - - 0 31,b7a7 c3h3,630,84,100,174,endgame master mate mateIn1 oneMove,https://lichess.org/ny4qwkRK#61,
074aY,4r3/7k/2ppn1p1/6qp/1P1bP3/3N3P/P2Q2BP/3R1r1K w - - 0 32,g2f1 g5g1,778,80,100,225,master mate mateIn1 middlegame oneMove,https://lichess.org/ggfX1ahm#63,
07FuP,5rk1/3r1pp1/1pb3qp/pN6/P2R1P2/8/QP4PP/3R2K1 w - - 0 27,d4d7 g6g2,697,77,97,1002,mate mateIn1 middlegame oneMove,https://lichess.org/DxMhS9VF#53,
07QQo,3r1rk1/1bp1qppp/pp2p3/3nP3/2nP4/2PQ2B1/PPB1N1PP/R4RK1 b - - 5 20,c4b2 d3h7,674,86,100,55,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/x3QulrDu/black#40,
07aRG,r3k2r/ppp1bppp/2q5/3n4/3P4/2N5/PP2QPPP/R1B1R1K1 b kq - 5 14,d5c3 e2e7,416,85,100,287,mate mateIn1 middlegame oneMove,https://lichess.org/nTC2oKnA/black#28,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
07acA,7Q/3kn3/3p4/5p1P/4p3/1P1q4/P1p2P2/K1R5 w - - 0 43,h8c3 d3c3,489,96,97,656,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/FYpnGUEg#85,
07coC,r4Qk1/1b1q3p/2p1p1pB/1p6/2p5/2P2R2/5PP1/4R1K1 b - - 4 30,a8f8 f3f8,400,94,100,174,endgame,https://lichess.org/q8y7kc29/black#60,
07eYQ,1r3rk1/3bppbp/3p2p1/q2B4/1p1BP2P/5P2/1PPQ2P1/2KR3R w - - 1 18,d4g7 a5a1,550,84,100,644,mate mateIn1 middlegame oneMove,https://lichess.org/bB0PI2yV#35,Sicilian_Defense Sicilian_Defense_Dragon_Variation
07gGe,r4rk1/ppb2ppp/3qpn2/3p2B1/3P4/1NP4P/PP3PP1/R2Q1RK1 w - - 3 15,g5f6 d6h2,584,83,100,132,mate mateIn1 middlegame oneMove,https://lichess.org/bb7YawJ7#29,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
07h6q,6k1/1p3p1p/1P4pB/p7/P5P1/2n2PK1/1qp5/4R3 b - - 4 47,c2c1q e1e8,722,77,99,704,endgame mate mateIn1 oneMove,https://lichess.org/MGEP6nug/black#94,
07hGN,r4rk1/1p3ppp/4pn2/b2qN3/P4P2/6Pb/3NBP1P/2RQ1RK1 w - - 2 19,d2c4 d5g2,720,88,100,47,mate mateIn1 middlegame oneMove,https://lichess.org/WhS8VtRW#37,
07oyn,8/8/5p1p/R3k3/4p1PK/4r3/8/8 b - - 7 64,e5f4 a5f5,595,80,99,654,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/vgTKRGGr/black#128,
07uY5,6rk/p2brp2/6q1/8/3P4/2P2P2/P5PQ/R4BK1 b - - 2 30,g6h6 h2h6,534,83,100,168,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/53sugv5V/black#60,
082qH,8/ppp4p/6k1/8/3nN1p1/N1P2rKb/PP5P/R6R w - - 1 30,g3h4 d4f5,654,85,100,540,mate mateIn1 middlegame oneMove,https://lichess.org/hjbbxFNS#59,
08kcP,8/p4rkp/7r/3Qppq1/2P5/1P3PP1/P5P1/R2R1B1K w - - 1 27,h1g1 g5e3,757,78,98,742,mate mateIn1 middlegame oneMove,https://lichess.org/cd1zrsyz#53,
08n0n,r3Nr2/5p1p/1p4p1/p2p1pq1/3P1k2/1PP2PPQ/5K2/4R3 b - - 0 38,g5g3 h3g3,402,90,100,196,endgame mate mateIn1 oneMove,https://lichess.org/WTzuH6z9/black#76,
08oVc,r4rk1/pb2pp2/1p1p2p1/2pPb1Nq/4P3/2P5/PP4PP/R1B1QR1K w - - 1 19,f1f3 h5h2,639,82,100,442,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/EOZD9oqq#37,
08rEW,r2r3k/1p3ppp/p1n2q2/8/1b1pQ1bP/1P1B1N2/PBP2PP1/1K1R3R b - - 2 17,g4f3 e4h7,757,76,100,707,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/xZhb8U3q/black#34,Sicilian_Defense Sicilian_Defense_Closed
08wWv,2k5/ppp2ppp/1r6/8/2P3q1/N3Q1Pb/PP3P1P/R5K1 b - - 0 20,b6b2 e3e8,414,83,100,133,endgame mate mateIn1 oneMove,https://lichess.org/ikPGy6UV/black#40,
08ysH,8/3N2k1/5b2/5R2/r5KP/8/8/8 w - - 3 48,g4h5 a4h4,493,85,100,739,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/W2uqYkuB#95,
096ps,3Rr1k1/1p3p1p/pQ4p1/8/P1P2N1P/5bP1/5P2/q5K1 w - - 5 33,g1h2 a1h1,778,79,99,1100,endgame master mate mateIn1 oneMove,https://lichess.org/fHBbsJh9#65,
09Ct0,r4rk1/pp4p1/1b2p3/3b1q1p/1P3P2/2Q1p1P1/PB2B2P/R4RK1 b - - 5 24,a8c8 c3g7,685,78,100,132,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/PYT8Yn3A/black#48,
09JHT,2k4r/pp6/8/2P3Q1/2PNp3/1P4pq/P3P1K1/5R2 w - - 1 30,g2g1 h3h2,766,77,100,123,endgame mate mateIn1 oneMove,https://lichess.org/pTPlPmh8#59,
09LTe,1r3k2/r4pbp/2pNp1p1/q2nP3/8/P4Q2/1B3PPP/R3R1K1 w - - 4 25,b2c1 a5e1,450,91,100,477,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GPqmE0qr#49,
09OqV,r4rk1/1p3ppp/p1nq1B2/3p4/2pP4/N1P2P2/PPQ2P1b/RB3R1K b - - 0 17,d6f6 c2h7,450,93,100,121,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4oVshgdV/black#34,French_Defense French_Defense_Knight_Variation
09UfY,8/1p2nppp/p1rRk3/4p3/N3P3/4P3/PP4PP/5RK1 b - - 0 21,c6d6 a4c5,722,82,97,737,endgame mate mateIn1 oneMove,https://lichess.org/XjPmbiS1/black#42,
09aGY,5rk1/pp3ppp/2p3q1/2n1p3/2P1P3/2P2r1b/P1QN1PPK/R4R2 w - - 0 18,d2f3 g6g2,503,90,97,231,mate mateIn1 middlegame oneMove,https://lichess.org/JtOxkSSu#35,Nimzo-Indian_Defense Nimzo-Indian_Defense_Leningrad_Variation
09mwQ,r3kb1r/1b4pp/1n2p1q1/p3B3/Pp1P4/1P3N2/4BPPP/R2Q1RK1 w kq - 0 18,f3d2 g6g2,486,88,100,244,opening,https://lichess.org/H46vtv6u#35,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
09pYF,r2q3k/pb5p/3bp2r/1p1p1pp1/2pP1P2/2P1P3/PPB1QBPP/R5RK w - - 0 22,f4g5 h6h2,765,82,100,290,middlegame,https://lichess.org/gYG49muJ#43,
09zJV,8/4R2p/p5pk/1p4P1/1P3P2/2P3K1/1P2r2P/3r4 b - - 0 43,h6h5 e7h7,631,77,100,91,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/OhrqPhag/black#86,
0A658,2r3k1/p4p1p/2p3p1/2Q5/2N1q3/8/PP3P1P/1K5R w - - 4 28,b1a1 e4h1,775,76,100,201,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/l0vKDgQ7#55,
0ADtg,1k4nr/p1q3pp/B1pR1p2/4pQ2/4P3/2N5/PPP3PP/2K5 b - - 0 18,c7d6 f5c8,534,84,100,134,endgame mate mateIn1 oneMove,https://lichess.org/Tx9hlGXG/black#36,Vienna_Game Vienna_Game_Other_variations
0AEyz,2rq1rk1/5ppp/p1p1p3/1p1pB3/3Pn1Q1/PRP1P3/2P2PPP/4K2R b K - 0 16,a6a5 g4g7,755,108,100,32,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/HOBsv7Fe/black#32,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
0AFIm,r1bq1rk1/5pp1/pnn1p3/1p1pP1N1/1P3P2/P1NQ4/2P3PP/3RK2R b K - 3 17,f7f6 d3h7,624,80,100,160,mate mateIn1 middlegame oneMove,https://lichess.org/l6KVUSGu/black#34,French_Defense French_Defense_Steinitz_Variation
0AcJu,2k5/5r2/R1P1p3/6Pb/8/8/P7/4K3 b - - 0 47,f7c7 a6a8,601,90,100,48,endgame mate mateIn1 oneMove,https://lichess.org/aspEGQTk/black#94,
0Aclz,4rk2/p1p3pp/5p2/1P6/8/RB6/1PPr1PPP/5K2 w - - 3 24,a3a7 d2d1,727,76,99,920,endgame mate mateIn1 oneMove,https://lichess.org/7W6g6YSq#47,
0AfKT,3R2k1/p1r2p2/1pq3p1/4Q3/5P1p/P1P1P3/5P2/4K3 b - - 0 38,g8h7 e5h8,727,76,100,784,endgame mate mateIn1 oneMove,https://lichess.org/DRLR8sMe/black#76,
0Au3L,r1bqk2r/pp2ppbp/2N3p1/3n4/8/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 9,d5e3 d1d8,697,79,100,271,mate mateIn1 oneMove opening,https://lichess.org/NkoMmwmG/black#18,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
0Au4q,4rrk1/pqb3pp/4p3/2p1Pp2/2QP4/P2B2Pb/1P2RP1P/R1B3K1 w - - 0 23,e2c2 b7g2,763,83,100,51,mate mateIn1 middlegame oneMove,https://lichess.org/1sj7EKt5#45,
