PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
4odSO,8/1bPk3p/1P6/6p1/Rr1pPpP1/3B3P/8/4K3 b - - 0 51,b4a4 d3b5 b7c6 b5c6 d7c6 c7c8q,1953,75,97,145,advancedPawn attraction crushing endgame exposedKing fork long promotion,https://lichess.org/BgvLRaSx/black#102,
4ouNe,2r3k1/ppqb3p/6pB/3p1r2/8/1Q6/PPn1RPPP/2R3K1 b - - 3 23,c7c4 e2c2 c4b3 c2c8 d7c8 c1c8,2037,75,97,529,advantage long middlegame sacrifice,https://lichess.org/S03MYotP/black#46,
4ozP4,8/2Q5/1p4kp/3p4/3q2P1/P5K1/1P6/8 b - - 1 35,g6g5 c7d8 g5g6 d8g8 d4g7 g8g7,2442,77,97,156,crushing endgame long queenEndgame,https://lichess.org/1kWJry68/black#70,
4p2nm,8/1p2kn2/p2p1r2/2pPp2R/2P1P2p/4N3/PP6/2K5 b - - 1 37,f6h6 e3f5 e7f6 f5h6 f6g6 h5h4,2308,76,97,717,endgame,https://lichess.org/3jzHcxgw/black#74,
4pKLl,2br1rk1/1pqn3p/p1p1p1p1/4N3/3P1P2/2P5/PPB3QP/1R2R1K1 w - - 2 24,c2g6 d7e5 e1e5 h7g6 g2g6 c7g7,1925,75,98,101,advantage intermezzo long middlegame,https://lichess.org/4xqhWvWT#47,
4piQs,2r3k1/6pp/p3p1n1/q3P3/2r5/3QP3/2B3PP/2R2R1K w - - 0 31,c2b3 c4c1 b3e6 g8h8 e6c8 c1c8,1926,74,97,611,advantage long master middlegame,https://lichess.org/c6jgkwT8#61,
4ptmg,r1b1r2Q/pp2kp2/1bn5/3q2N1/1P6/P2p3P/2P2PP1/R3R1K1 b - - 5 21,c6e5 e1e5 c8e6 h8g7 d5e5 g7e5,2028,155,100,15,advantage fork long middlegame,https://lichess.org/vGTq04Ob/black#42,
4q0UH,6k1/8/3N3p/1PP1P3/8/4pp2/2K5/5b2 w - - 0 37,c5c6 f3f2 b5b6 f1d3 c2d3 f2f1q,2572,86,98,176,advancedPawn attraction crushing endgame exposedKing long master promotion,https://lichess.org/n7uObTsn#73,
4q13k,3rr1k1/p4Qp1/1p2Pp1p/3q4/7N/P6P/6P1/4R2K b - - 1 34,g8h7 f7g6 h7g8 h4f5 d5f5 g6f5,1841,75,100,184,crushing endgame long,https://lichess.org/0K7AmhJa/black#68,
4qBwd,8/8/p7/2P5/1P3k1p/P4P2/7r/3RK3 w - - 0 51,c5c6 f4e3 e1f1 h2h1 f1g2 h1d1,2020,75,98,3187,crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/mt2I06Xw#101,
4qEQG,3r4/1RR2p2/p3p1k1/1pP1n1pp/8/1P4P1/P4P2/6K1 w - - 5 39,c5c6 d8d1 g1g2 g5g4 c7f7 e5f7,2317,76,99,311,advantage endgame long quietMove,https://lichess.org/qnsJZmnu#77,
4qVQy,r3r1k1/1p4p1/p1p2pq1/3p4/1bPQ4/1P3NB1/P4P2/5K1R b - - 1 32,d5c4 d4c4 g6f7 h1h8 g8h8 c4f7,1902,75,98,449,advantage deflection fork long middlegame,https://lichess.org/ycJlYzl5/black#64,
4qe4B,3r4/2R2pk1/1B4pp/7n/Pp6/5P1P/5P2/6K1 w - - 0 31,a4a5 d8d1 g1h2 b4b3 c7b7 b3b2,1903,74,97,420,advancedPawn advantage endgame long,https://lichess.org/Web9UJk9#61,
4qjYG,R4r1r/1p2k1p1/3p4/1Q2p3/4qp2/5NPp/1P3P1P/R5K1 w - - 4 26,a8f8 h8f8 a1a7 e4f3 b5b7 f3b7,2406,115,100,52,endgame equality long,https://lichess.org/TDY577MF#51,
4qlQI,4r3/2p3k1/p6p/4NpnP/1p2b3/3BP3/PPP2RP1/2K5 w - - 2 26,d3e4 g5e4 f2f5 e4d6 f5f4 e8e5,2174,76,99,222,advantage endgame long,https://lichess.org/e38NDiS1#51,
4qvxn,2Q5/1R3pkp/4p1p1/3pP3/3b3P/8/5PPK/3q4 w - - 4 34,c8e8 d4e5 g2g3 d1f3 h2g1 e5d4,1952,142,100,20,crushing endgame long,https://lichess.org/i8u01kdA#67,
4r77P,2r1r1k1/5p2/p3p2p/qb1n3P/3P2N1/2P3B1/5PP1/1QR1K2R b K - 0 25,d5c3 g4f6 g8f8 g3d6 e8e7 d6b4,2447,77,97,99,advantage fork long master middlegame pin,https://lichess.org/axu0Azzg/black#50,
4rCEF,3b4/8/2p1knQ1/q4p2/8/1P6/1BP2PPP/3N2K1 w - - 1 34,h2h3 a5e1 g1h2 e1d1 b2f6 d8f6,1846,399,100,1,endgame equality fork long,https://lichess.org/luBFL3Mw#67,
4rU8d,4rk2/1pqn1pb1/p6N/2np1NQ1/8/2P2P1P/PP4P1/R5K1 b - - 4 25,c7e5 h6g4 c5e6 g4e5 e6g5 e5d7,2112,76,100,66,advantage long middlegame,https://lichess.org/vj2PCpSl/black#50,
4ruRT,4kb1N/p6P/4pp2/3p4/3P4/p5P1/1n3PK1/2B5 b - - 0 43,b2c4 h8g6 f8g7 c1h6 g7h8 g6h8,1807,76,100,66,crushing endgame long,https://lichess.org/wkOPjCAo/black#86,
4s4Ih,8/3Q4/1q3p2/k1bPp1p1/4P3/5B1P/6P1/7K w - - 6 61,d7e8 b6b1 h1h2 b1g1 h2g3 f6f5,2264,115,100,30,crushing endgame long,https://lichess.org/1UXXWmw9#121,
4sBSD,8/3rk3/4p3/5pPR/1p6/1P6/P1K5/8 b - - 0 66,e7f7 h5h7 f7e8 g5g6 d7d6 h7h8,1895,204,100,3,crushing endgame long rookEndgame,https://lichess.org/6OtHnfXF/black#132,
4sNu8,8/2b5/p3k1p1/1pB2p1p/1P3P1P/P2K2P1/8/8 b - - 1 41,c7d6 c5d6 e6d6 d3d4 d6d7 d4d5,2009,75,100,172,bishopEndgame crushing defensiveMove endgame long zugzwang,https://lichess.org/YNgVvXjD/black#82,
4shld,r2r2k1/pq2b1pp/1pb5/4NQ2/3PN3/P3P2P/1P4P1/1B4K1 b - - 0 22,d8f8 e4f6 f8f6 f5h7 g8f8 h7h8,2097,77,98,446,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/I6QEdSc7/black#44,
4szB9,2k2r2/ppp3pp/8/6q1/3r1n2/PB1pQ1PP/1PP2P2/R4RK1 w - - 0 20,c2d3 f4h3 g1h1 h3f2 f1f2 g5e3,1992,99,100,19,crushing deflection kingsideAttack long middlegame,https://lichess.org/WSE7UOna#39,
4t2zZ,8/2B1b3/6k1/P7/6p1/2p5/P4PK1/8 w - - 0 40,c7b6 c3c2 b6e3 e7g5 f2f4 g4f3,2394,77,98,257,advancedPawn bishopEndgame crushing enPassant endgame long master,https://lichess.org/ImL5ic9L#79,
4tSjU,6k1/3KQ2p/PB4p1/5q2/8/7P/1P6/8 w - - 11 50,d7e8 f5c8 b6d8 c8c6 e7d7 c6e4,1938,405,100,3,endgame equality long,https://lichess.org/APlaLz2K#99,
4tgX1,R7/8/8/8/3pP1P1/1r3P2/pk1K2P1/8 w - - 4 49,a8a2 b2a2 f3f4 a2a3 f4f5 a3b4,2691,90,98,97,crushing defensiveMove endgame hangingPiece long master rookEndgame,https://lichess.org/f60qaR5N#97,
4tkB6,5k2/5p1p/3P2pP/3P2P1/4P3/q1NQ4/1p6/1K6 w - - 0 42,d3d4 a3a1 b1c2 b2b1q c3b1 a1d4,2125,76,97,1184,advancedPawn crushing discoveredAttack endgame exposedKing long promotion,https://lichess.org/dk6t2VC6#83,
4tkVg,2k5/pp3Q1p/7r/4b1pN/8/P4P1K/2P2P1P/6r1 b - - 1 35,e5d6 f7g8 c8d7 g8g7 d6e7 g7h6,1915,111,100,13,crushing endgame fork long,https://lichess.org/pjJG0Eln/black#70,
4trPz,2r5/p4Q1p/4r1pk/3q4/1P3R2/P1p1P1PK/7P/8 b - - 3 37,e6e5 f4h4 e5h5 f7d5 h5h4 h3h4,1922,76,99,254,crushing endgame long pin,https://lichess.org/WJ4krtpH/black#74,
4two5,8/2k2P1q/4p2p/2p1P3/3r2PP/3R1Q2/1rNK4/8 b - - 0 43,c5c4 d3d4 h7c2 d2e1 b2b1 d4d1,2448,93,100,40,crushing endgame long,https://lichess.org/i67zkJR9/black#86,
4u2c1,8/5pk1/7p/1QP5/1P1pq1P1/6KP/8/8 w - - 0 42,b5c4 e4e3 g3g2 d4d3 c4c3 f7f6,2274,78,99,603,crushing defensiveMove endgame long queenEndgame,https://lichess.org/JKSVp9EQ#83,
4u37C,r1bq4/1pp2p1N/p1k2Pr1/3p4/5B2/2R5/P4PPP/5R1K b - - 0 27,c6b6 f4c7 d8c7 f1b1 b6a7 c3c7,2096,74,100,78,advantage fork long middlegame sacrifice,https://lichess.org/SFjCcma0/black#54,
4u67E,8/1p4k1/p5p1/6Qp/3q3K/2N5/PP6/8 w - - 4 40,h4g3 d4g1 g3f4 g1c1 f4f3 c1g5,1837,75,98,2891,crushing deflection endgame exposedKing long skewer,https://lichess.org/ulQHH0i1#79,
4u9US,5br1/2q3pk/1p3p1p/3PpN2/1r2P1R1/3Q2RP/1P4P1/7K w - - 1 38,f5h6 c7c1 h1h2 f8c5 g4g7 g8g7,1973,165,100,11,crushing fork long middlegame quietMove,https://lichess.org/Dz9oRDnf#75,
4uJRl,8/pN2kp1p/5b1r/1B1Q1p1r/1P1P4/P3P1P1/5R1P/2q3K1 w - - 1 30,f2f1 c1e3 f1f2 e3d4 d5d8 d4d8,2500,83,97,102,advantage long middlegame,https://lichess.org/lglyD905#59,
4uMZd,8/4n1k1/4p3/3pP1q1/3P2P1/1pP2Q2/rP3RK1/8 b - - 1 43,g7h6 f3f8 g5g7 g4g5 h6h7 f2f7,2510,80,99,221,crushing endgame exposedKing long pin,https://lichess.org/HKSQthSO/black#86,
4ucJl,r1b1k1nN/pppp3p/2n5/8/2BbPppq/8/PPP3PP/RNBQ1K1R w q - 0 10,d1d2 d4e3 d2e1 h4e1 f1e1 e3c1,1988,205,100,10,equality long opening,https://lichess.org/AoNygOwT#19,
4uwZZ,5k2/R5pp/1p3p2/1P2p3/P7/4PK2/1r6/8 b - - 0 31,b2a2 a4a5 b6a5 b5b6 a2b2 b6b7,1804,75,97,8407,advancedPawn crushing endgame long rookEndgame,https://lichess.org/WXVSmNfK/black#62,
4vDDd,8/7p/5Q2/2pqp2k/6p1/5P2/P4PK1/8 b - - 1 36,g4f3 f6f3 d5f3 g2f3 h5g6 a2a4,1929,76,97,492,crushing defensiveMove endgame long queenEndgame,https://lichess.org/VEXJxWMM/black#72,
4wPnp,r1b1k2r/2qn2p1/1p1bp2p/p2p3Q/3P4/2PB3P/P2B1PP1/R3R1K1 b kq - 1 15,e8f8 e1e6 d7f6 e6f6 g7f6 a1e1,2362,92,100,40,advantage defensiveMove long middlegame,https://lichess.org/mGWJQFGH/black#30,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Deferred
4wZk7,8/4k3/8/pp1pP3/2pP2Kp/P5pP/2B3P1/8 w - - 0 47,g4h4 a5a4 c2b1 c4c3 h4g4 b5b4,2542,82,100,50,advantage bishopEndgame endgame long quietMove,https://lichess.org/fxh1EzLa#93,
4wc7C,q6r/8/p2bk1p1/1P2p3/4bp2/2R1B3/1P2Q1PP/2R3K1 w - - 0 35,e2g4 e4f5 g4d1 f4e3 c3c6 h8d8,2157,181,100,16,defensiveMove equality long middlegame,https://lichess.org/KlRo4xh5#69,
4weRk,1R1b1r1k/6p1/p6p/8/3q4/4p2P/P1Q3P1/1R4K1 w - - 4 39,b1d1 e3e2 d1d4 e2e1q g1h2 e1e5,1943,75,97,1042,advancedPawn crushing deflection discoveredAttack endgame long promotion,https://lichess.org/BGlNWEPt#77,
4x2Al,r2k3r/pp3Qp1/3b3p/2p5/6nq/2N5/PPP2PPP/R1B1R1K1 w - - 0 16,c1f4 h4f2 g1h1 f2f4 f7f4 d6f4,1873,267,100,34,advantage kingsideAttack long middlegame,https://lichess.org/VHfC1geT#31,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
4x61l,2r2rk1/1p2q1pp/pb2pp2/3p4/1P2nNQ1/P3P2P/1B3PP1/2RR2K1 b - - 1 21,f8e8 c1c8 e8c8 f4d5 e6d5 g4c8,2179,86,100,53,advantage long middlegame,https://lichess.org/xLCiEfZg/black#42,
4xKC1,r5r1/1p1n1pk1/p2bPq2/3p3Q/3PnB2/2P4P/PP4P1/RN3RK1 b - - 0 21,f6e6 f4h6 e6h6 f1f7 g7h8 h5h6,1944,76,99,588,deflection discoveredAttack fork long mate mateIn3 middlegame sacrifice,https://lichess.org/n9TF2yJv/black#42,
4xYjF,3r2k1/p1p3p1/7p/2P2N2/1P3P2/P2pQ2P/2q3PK/8 b - - 6 40,d3d2 e3e7 c2f5 e7d8 g8h7 d8d2,2199,77,98,223,advantage endgame long,https://lichess.org/ovWYBROw/black#80,
4xc6X,4R3/1pr2pkp/p4p2/3B4/P6q/1Q1P3b/1P6/R6K w - - 2 34,a1g1 h3g4 h1g2 h4h3 g2f2 h3h2,1875,76,100,154,crushing discoveredAttack exposedKing long middlegame,https://lichess.org/UF5as5Yx#67,
4xpsJ,8/3B1P2/1p2K3/6pp/P4k2/2b5/P7/8 b - - 0 59,c3b4 e6d5 b4e7 d5c6 f4e5 c6b6,2162,288,100,7,bishopEndgame crushing endgame long,https://lichess.org/Jr7C8K5U/black#118,
4yJHB,r4rk1/7p/3pQbp1/ppq5/2p3P1/8/PPP1N3/2KR3R b - - 1 22,g8g7 e6d7 f8f7 h1h7 g7h7 d7f7,1843,76,100,184,attraction crushing deflection long middlegame,https://lichess.org/U1eg7yTB/black#44,
4yVoq,3rr3/2p4p/1pk3p1/1p6/8/R2pB2P/1Pn2PP1/2R3K1 b - - 7 29,d3d2 c1c2 c6b7 c2d2 d8d2 e3d2,1880,74,100,200,advantage endgame hangingPiece long,https://lichess.org/GHIiHYOD/black#58,
4yscj,6k1/2q2p1p/p5p1/2p5/1rP5/2PP1BP1/3Q1bK1/4R3 w - - 0 31,c3b4 c7g3 g2f1 f2e1 d2e1 g3f3,1866,74,100,123,advantage endgame long,https://lichess.org/01z6pQtq#61,
4yyq0,3k4/2p1n3/4QB1p/3pPp2/1P6/P4pK1/8/3N2q1 w - - 3 37,g3f4 g1g4 f4e3 f5f4 e3d3 g4e6,2230,173,100,29,crushing discoveredAttack endgame long,https://lichess.org/7h3UCbUW#73,
4z53q,r4r1k/2p4p/4B1b1/p1P3p1/q2b4/1R4P1/P4PP1/3Q1RK1 b - - 1 33,a8b8 b3b8 d4f2 g1h1 a4d1 b8f8,1957,74,100,181,advantage long middlegame,https://lichess.org/q7qJ4Bmu/black#66,
4z5wj,3r2k1/p1Q2ppp/5qb1/8/2PNp1P1/3nP2P/P1K3B1/1R6 w - - 2 23,b1b8 f6f2 c2c3 f2e1 c3b3 e1b1,1832,75,98,795,crushing exposedKing fork long middlegame,https://lichess.org/uHzkE7Uw#45,
4zcrA,7k/p5pp/3b4/8/6p1/2PPB1P1/Pr3P1r/R3RK2 w - - 0 24,a1b1 b2b1 e1b1 h2h1 f1e2 h1b1,1915,75,97,3207,advantage endgame long skewer,https://lichess.org/JJBuhAxY#47,
4zgG2,3r2k1/p4pp1/6qp/4Q3/5P1n/P3P2P/1PR2RBK/3r4 w - - 5 33,f4f5 g6g2 f2g2 h4f3 h2g3 f3e5,1880,75,100,68,advantage fork long master middlegame sacrifice,https://lichess.org/nrXnFqCk#65,
4ztT1,7k/1R6/1p5p/7K/5P2/8/1r6/8 b - - 2 51,b2b4 h5g6 b4f4 b7b8 f4f8 b8f8,2050,77,100,98,endgame exposedKing long master mate mateIn3 rookEndgame,https://lichess.org/38TsQUvv/black#102,
5046H,r5k1/5p2/p5p1/P2Rp3/q1p1PbQ1/1pP2N1P/1P4P1/7K w - - 1 33,f3e5 f4e5 d5e5 a4a1 h1h2 a1b2,2137,75,98,136,crushing endgame long,https://lichess.org/8gGNbW5C#65,
50BhA,1R1b1rk1/8/p2p2bp/P1rPp1p1/4N3/5P1P/1R3KP1/4B3 b - - 4 40,c5d5 b8d8 f8d8 e4f6 g8f8 f6d5,1954,407,100,1,advantage exposedKing fork long middlegame sacrifice,https://lichess.org/QkZ6A0uU/black#80,
50E5o,r1b1k2r/pp3pbp/1q2p3/5p2/3P4/4B3/PPQ1B1PP/RN4K1 b kq - 1 16,g7d4 c2a4 c8d7 a4d4 b6d4 e3d4,1956,228,100,7,equality long middlegame,https://lichess.org/7CKilwZJ/black#32,
50LYt,Qn1q1rk1/p4pbp/3p2p1/4p3/4P3/5N1P/PP3PP1/RNB2bK1 w - - 0 14,g1f1 d8c8 b1c3 c8a6 f1g1 b8c6,2743,90,97,100,advantage defensiveMove long middlegame,https://lichess.org/XlDt7epU#27,Modern_Defense Modern_Defense_Other_variations
50SY7,1krr4/1pp1n2p/p5p1/2RPBp2/1P2pP2/P3P3/6PP/2R3K1 b - - 4 22,e7d5 c1d1 b7b6 c5d5 d8d5 d1d5,1980,74,98,133,advantage endgame intermezzo long,https://lichess.org/bXcnI7hB/black#44,
5155W,5r2/2p1k3/4p2P/p1p1p2K/Pp2P1P1/1P1P4/2P5/5R2 w - - 1 58,g4g5 f8f1 h5g6 e7f8 h6h7 f1h1,1802,75,97,4943,crushing endgame hangingPiece long master rookEndgame,https://lichess.org/K0U7eWI0#115,
5186e,8/p5pk/7p/2p1Br2/B7/P2P1qPQ/5r1P/4R1K1 w - - 1 28,e5f4 f5f4 a4d1 f3d3 g3f4 d3h3,1977,235,100,14,advantage long middlegame,https://lichess.org/x0Q9dmi5#55,
51EMb,r1bqr1k1/pppp1pp1/7p/8/3N2Q1/2P1P3/P1P3PP/R4RK1 b - - 0 15,e8e3 d4f5 d8g5 g4g5 h6g5 f5e3,1805,75,98,1069,advantage long middlegame,https://lichess.org/M6wP32JN/black#30,Scotch_Game Scotch_Game_Benima_Defense
51Seh,6k1/6p1/R3P3/5K2/8/p5r1/8/8 b - - 3 45,g7g6 f5f4 g3b3 a6a8 g8h7 e6e7,2509,81,97,111,advancedPawn crushing defensiveMove endgame exposedKing long rookEndgame,https://lichess.org/eKnZZ8DR/black#90,
51TCZ,r2q1rk1/pppbppbp/2np1np1/8/2P5/1QNP1NP1/PP2PPBP/R1B1K2R w KQ - 3 8,b3b7 a8b8 b7a6 c6b4 a6a5 b4c2,1824,75,98,1214,advantage long opening,https://lichess.org/wRIyYQdL#15,English_Opening English_Opening_Anglo-Indian_Defense
51oV1,r3k1r1/3p1p2/2bPp2p/3qB1p1/8/5P1Q/p5PP/R3R1K1 b q - 0 37,g5g4 h3h4 g8g5 h4h6 e8c8 h6g5,2034,75,99,235,advantage long middlegame,https://lichess.org/McMWD9b9/black#74,
51wdX,r2q1rk1/pb1n1pbp/1p3np1/3Np1B1/2P1P3/6P1/PP2N1BP/R2Q1RK1 b - - 0 13,h7h6 d5f6 d7f6 d1d8 f8d8 g5f6,1907,75,97,4095,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/3vSlCfI7/black#26,Modern_Defense Modern_Defense_Other_variations
527mf,r5k1/1ppr2pp/1bn1bp2/4p3/p1P1N3/PP3PP1/1n2Q1BP/RN5K w - - 0 20,e2b2 d7d1 g2f1 d1f1 h1g2 f1g1,2002,76,98,141,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/99GLE7qe#39,
52SA5,r3k2r/1ppq1p2/p1n1bp1p/3p2p1/N2P4/3BP3/PPP2PPP/R2QK2R b KQkq - 1 14,c6d4 a4c5 d7e7 e3d4 e6g4 d3e2,1854,74,97,7171,crushing intermezzo long middlegame,https://lichess.org/LWV4Pnie/black#28,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
52Ym9,6k1/q5p1/P3ppN1/Q2p4/3P2P1/7P/1P3PK1/2r5 b - - 0 33,a7d4 a5d8 g8h7 d8h8 h7g6 h8h5,1802,75,98,957,endgame long mate mateIn3 sacrifice,https://lichess.org/P0Lo1qjs/black#66,
52nZK,5rk1/6pp/pp1p2p1/2pP4/2PbqBQ1/7P/PP4PK/5R2 w - - 0 29,f4d6 d4e5 d6e5 e4e5 h2g1 e5e3,1914,75,97,500,crushing endgame long,https://lichess.org/6mywbGoj#57,
52sfi,8/7p/1P4k1/p5p1/2R2p2/5P1P/P2r2PK/8 b - - 0 40,d2a2 c4b4 a5b4 b6b7 a2a7 b7b8q,2180,84,100,68,advancedPawn crushing endgame long promotion rookEndgame sacrifice,https://lichess.org/uTtjWtiO/black#80,
52wQk,8/pkbp4/1pp5/3b3p/3P3R/P3Q1N1/1P3BN1/3q2K1 w - - 6 49,g1h2 d1f1 h4e4 d5e4 e3e4 f1f2,2052,82,100,36,advantage long middlegame pin,https://lichess.org/1jLiqwsI#97,
537Ld,2b1k3/2P3R1/8/4N1p1/4P3/2K5/6rp/8 w - - 0 55,g7h7 g2g3 c3d4 g3h3 h7h3 c8h3,1987,74,99,443,crushing endgame long master,https://lichess.org/XW9tEEd5#109,
539EI,7r/p1Q2pp1/1pP1p3/4k2p/4Bq2/8/P2r2P1/1R5K b - - 9 28,e5e4 b1b4 d2d4 b4d4 e4d4 c7f4,1885,76,97,2975,advantage attraction endgame long,https://lichess.org/yRNZitva/black#56,
53HLT,6R1/8/8/3r3K/4pkP1/8/8/8 w - - 1 53,g4g5 e4e3 g8f8 d5f5 f8a8 f5g5,2234,77,98,97,crushing defensiveMove endgame long rookEndgame,https://lichess.org/b1Vh1CZg#105,
53P6P,8/p1pk3p/P2p2p1/1P3p2/8/5PKP/2r3P1/1R6 b - - 6 41,c7c6 b5b6 a7b6 b1a1 c2e2 a6a7,1882,118,100,13,advancedPawn advantage endgame long quietMove rookEndgame,https://lichess.org/rZfiA4nN/black#82,
53UIf,5r1k/3rq2p/1Q3p2/5P1N/4b2P/8/1BBP4/1K4R1 b - - 4 34,e4c2 b1c2 e7e4 c2c1 e4c4 b2c3,2189,77,100,53,advantage long middlegame,https://lichess.org/3QMdSQGP/black#68,
53Vff,r2q1rk1/p1p2ppp/3b4/8/4p1R1/3P1N2/PPPQ1P2/4R2K b - - 1 19,e4f3 d2h6 g7g6 g4h4 d8h4 h6h4,1859,257,100,4,equality long middlegame pin quietMove,https://lichess.org/WKBis6P8/black#38,
53ZTs,1k5r/1Pp5/p4p2/P2p3r/N2P2q1/2P1bN2/2Q3PP/RR5K w - - 1 29,a4c5 h5h2 f3h2 h8h2 h1h2 g4h4,1865,75,99,1117,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/7hzVtshS#57,
53dwd,8/5ppk/4b2p/1pQ1p3/p3P1Pq/1PP2P1P/KP6/5B2 w - - 0 41,c5e5 a4b3 a2a3 h4e7 e5c5 e7c5,1979,75,97,1014,endgame long mate mateIn3,https://lichess.org/yaGyUodj#81,
53eRO,7r/p7/4k3/3pP1b1/2pPqnQ1/P1P5/5RP1/6K1 b - - 1 44,e6e7 g4g5 e7e8 g5f4 e4f4 f2f4,1842,79,97,70,advantage endgame hangingPiece long,https://lichess.org/Pu1gog8H/black#88,
546uX,4rk2/ppr4p/1q2P1p1/3Q1p2/1P1N4/P7/6P1/5R1K b - - 5 32,c7e7 d4f5 e7e6 f5d6 f8g7 d6e8,2396,78,97,261,crushing discoveredAttack endgame exposedKing long,https://lichess.org/WucNM4bS/black#64,
547LW,r6r/pp2bk2/4q3/3R2p1/3P1p2/PQ2B1P1/1P5P/5RK1 w - - 1 26,g3f4 e6g4 g1h1 h8h2 h1h2 a8h8,1810,75,97,653,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/CBWnzXBr#51,
54ENo,8/Q2nkp2/3p1p2/3P2p1/4q3/8/PPK2B1r/R4R2 w - - 0 35,c2b3 h2h3 f2e3 h3e3 a7e3 e4e3,1838,74,97,436,crushing exposedKing long middlegame,https://lichess.org/F2MmIktI#69,
54dT0,r2qk2r/1b1p1ppp/p1n1pP1b/1p2P3/4N3/P2Q1N2/BPP3PP/R6K b kq - 2 17,h6f4 f6g7 h8g8 e4f6 d8f6 e5f6,2279,85,100,44,advancedPawn advantage fork long middlegame,https://lichess.org/pSUYXi2o/black#34,Sicilian_Defense Sicilian_Defense_Closed
54heN,2kr4/1b4p1/pq2p3/1pb5/2p1PPp1/2N5/PPBBQnPK/R4R2 w - - 0 24,d2e1 d8h8 h2g3 b6d8 e2g4 f2g4,2424,77,97,84,clearance crushing long middlegame quietMove,https://lichess.org/pEThqW0d#47,
55Q6O,4k3/1K6/1P5p/8/5B2/5rP1/8/8 b - - 2 49,h6h5 b7c8 f3c3 f4c7 e8f7 b6b7,1936,75,98,831,advancedPawn crushing defensiveMove endgame long,https://lichess.org/vFnyo3KJ/black#98,
55XK8,7r/pp1k2r1/3p4/2pPp3/5nN1/7P/PP3PPK/2R2R2 w - - 7 30,g4e3 g7g2 e3g2 h8h3 h2g1 f4e2,1826,76,97,13362,endgame long mate mateIn3 sacrifice,https://lichess.org/PEb290Jx#59,
55ZUD,5r1r/4bk1n/p3p1pQ/1pp1q3/4P3/4B1P1/PP5P/3R1RK1 b - - 0 24,f7g8 h6g6 e5g7 g6e6 f8f7 e3h6,2314,81,97,58,advantage deflection exposedKing kingsideAttack long middlegame,https://lichess.org/2SQC1q3t/black#48,
55rU6,1k6/8/p2p4/Kp1Qb3/8/P1P2R1P/1q3P2/2r5 b - - 1 41,e5c3 a5b6 c3d4 b6a6 b2a3 f3a3,1806,79,100,55,crushing defensiveMove endgame long,https://lichess.org/FfhepljA/black#82,
55ra0,8/8/2nk1b1p/p2p2p1/P2P2P1/3K1N1P/N7/8 w - - 0 46,d3c3 c6d4 f3d4 d6c5 a2c1 f6d4,1840,76,98,102,crushing endgame intermezzo long sacrifice,https://lichess.org/yUkwS8dv#91,
56Fnl,8/pp4qk/2n1p2n/3pPb2/3P4/2P3P1/PR3PPQ/6K1 b - - 4 28,g7g4 b2b7 h7g6 f2f3 g4g5 h2h4,1978,227,100,15,advantage endgame long,https://lichess.org/ROhQPIiz/black#56,
56QLy,8/6k1/1p4pp/p1Nr1p2/P7/3P1P1P/2R1K1P1/8 b - - 0 34,d5c5 c2c5 b6c5 e2d2 g7f6 d2c3,1804,75,100,120,crushing defensiveMove endgame long rookEndgame,https://lichess.org/uB0BSJGi/black#68,
57Rks,1r3rk1/p6p/2p4q/3p1Np1/1P2pPn1/2P1P1P1/P3Q3/R4RK1 b - - 0 24,h6h3 e2g4 h3g4 f5h6 g8h8 h6g4,1802,76,97,7692,attraction crushing fork long middlegame pin sacrifice,https://lichess.org/kQA0uJ8J/black#48,
58BtH,r4k1r/p1qbR2p/3p1np1/1p1N4/7P/6Q1/PP3PP1/6K1 w - - 0 25,d5c7 f8e7 g3e3 e7f7 c7a8 h8a8,2025,244,100,13,equality hangingPiece long middlegame,https://lichess.org/X8HWxzHo#49,
58H9C,r3n2k/pQ1b2bp/2p3nr/2N1pp1q/1PP3pP/P3P1P1/1B2BP2/3RNRK1 w - - 2 23,d1d7 g6h4 f2f4 h4f3 e1f3 g4f3,2116,75,97,373,advantage kingsideAttack long middlegame,https://lichess.org/UUCY0Yjc#45,
58Tw7,r1b1r1k1/pp2pp1p/3p2pB/8/3Q4/q1P5/P1PK1PPP/3R3R b - - 1 18,e7e5 d4h4 d6d5 h4f6 a3f8 h6f8,1905,74,97,572,advantage long middlegame quietMove,https://lichess.org/XopDtHwn/black#36,Sicilian_Defense Sicilian_Defense_Closed
59DyX,r2q2k1/1p4p1/p7/2pp3Q/5rpP/2P5/PP1NK3/6RR w - - 0 25,g1g4 d8e8 h5e8 a8e8 e2d1 f4g4,1804,257,100,3,advantage exposedKing long middlegame,https://lichess.org/mCTTJ1Ez#49,
