PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0045Q,rnbqkb1r/pppp2pp/8/4P3/2B5/4p3/PPPP2PP/R1BQK1NR w KQkq - 0 7,d1f3 d8h4 e1d1 h4c4,1594,79,97,26281,advantage fork opening short,https://lichess.org/fTegzZIT#13,Vienna_Game Vienna_Game_Other_variations
004mT,5Q2/8/1b1kp1p1/5p2/3p4/5qPK/7P/8 b - - 1 51,d6c6 f8a8 c6d6 a8f3,1444,75,100,4130,advantage endgame short skewer,https://lichess.org/Jqhi4ozb/black#102,
0054a,r1b2rk1/ppq2ppp/8/4b2Q/4R3/3B4/PP3PPP/R1B3K1 b - - 1 15,g7g6 h5e5 c7e5 e4e5,1404,75,100,384,advantage middlegame short,https://lichess.org/kZlE1pvD/black#30,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
005YX,2rr4/2N2pk1/p1Q1b1pp/1p4q1/3pP3/1B1P4/PPP3PP/6RK w - - 7 25,c7e6 f7e6 c6b7 g7h8,1552,256,100,14,defensiveMove equality middlegame short,https://lichess.org/zbi5w5Qy#49,
005nD,3rk2r/2qn1pp1/p1Q1R3/3n3p/8/8/PP4PP/5R1K b k - 0 23,f7e6 c6e6 d5e7 e6f7,1016,77,99,568,fork mate mateIn2 middlegame short,https://lichess.org/hlgaj6lV/black#46,
006pe,r4r2/2q1NN2/4bQpk/2n4p/pp5P/8/1PP2PP1/2KR3R b - - 0 28,e6f7 e7f5 h6h7 f6g7,1517,75,99,739,master mate mateIn2 middlegame pin short,https://lichess.org/gkSEAS27/black#56,
006x0,3Q4/5kr1/8/1P2pB2/2Pp1n2/q2P3P/7K/5R2 w - - 7 49,d8d7 f7f6 d7d8 f6f5,1315,160,100,22,defensiveMove endgame equality short,https://lichess.org/yJzYpNj0#97,
0071K,3N1r2/6R1/kp6/p2pPp1Q/2pP2P1/2q5/2P5/2K5 w - - 0 38,g7a7 a6a7 h5h7 a7a6,909,77,100,242,crushing defensiveMove endgame hangingPiece short,https://lichess.org/gY0ZkxR4#75,
009BH,3r2k1/6p1/4Q3/4B3/1p3P2/4PKP1/3q4/8 b - - 17 51,g8h8 e6h6 h8g8 h6g7,1465,75,99,1891,endgame mate mateIn2 pin short,https://lichess.org/QauOOpOY/black#102,
00Af3,8/8/2B2p1p/P4Pp1/3p1kP1/1b1Pb2P/8/4K3 b - - 0 50,f4g3 a5a6 b3c4 a6a7,1220,76,97,4902,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/JBQDYKyD/black#100,
00C8e,8/5p1k/5Ppb/2p3P1/1p6/8/KB5Q/3q4 b - - 4 58,d1a4 a2b1 a4d1 b2c1,1495,179,100,17,endgame equality pin short,https://lichess.org/YqVcRoWF/black#116,
00DPI,3r2k1/1B3p1p/6p1/3N4/3p2P1/6r1/5KP1/3R4 b - - 5 35,g3g4 d5f6 g8g7 f6g4,919,77,100,365,advantage endgame fork short,https://lichess.org/Wjj7mxD9/black#70,
00E29,r1bq1rk1/4bppp/p1n5/3P4/Pp6/3B1N2/1B3PPP/R2Q1RK1 b - - 0 17,d8d5 d3h7 g8h7 d1d5,976,76,100,179,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/tWRCApub/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00F1l,8/2k1b3/5p2/RBpK1Pp1/Pp1p2P1/3P4/2r5/8 b - - 2 45,b4b3 a5a7 c7b8 a7e7,805,79,100,75,crushing endgame master short skewer,https://lichess.org/By9yxCU0/black#90,
00HEx,b7/5pk1/R3pn1p/8/3NP3/5P2/6PP/2rB2K1 w - - 1 31,a6a8 c1d1 g1f2 d1d4,1017,75,98,1115,crushing endgame fork hangingPiece master short,https://lichess.org/Kl5pBLfs#61,
00JET,3r2k1/5ppp/3Rp3/8/8/8/1P3PPP/2R3K1 b - - 0 34,d8d6 c1c8 d6d8 c8d8,994,176,100,13,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/O8W3yIa7/black#68,
00KHR,8/6pk/1Q1p2n1/4p3/2P3P1/P2PP2P/1B4K1/4q3 w - - 1 35,g2f3 g6h4 f3e4 e1h1,1288,76,100,100,endgame mate mateIn2 short,https://lichess.org/m54DAZPv#69,
00LNB,kr6/1pR4p/p4R2/n2r4/P3p3/4B3/6PP/6K1 b - - 0 38,d5d3 f6a6 b7a6 c7a7,1205,76,98,2315,endgame mate mateIn2 sacrifice short,https://lichess.org/MQYDGoEM/black#76,
00Lo9,5k2/8/4p3/3p2p1/p1pQ2P1/P1P2q2/1PB5/7K w - - 0 42,h1h2 f3e2 h2g3 e2c2,1414,237,100,9,endgame equality fork short,https://lichess.org/oAKhM88Y#83,
00NUS,4rk2/pbp2pp1/1p1b4/3P1q2/QPBPN3/1KP2P2/P5r1/R3R3 w - - 0 25,e4d6 f5c2 b3a3 c2b2,1206,75,97,2791,mate mateIn2 middlegame short,https://lichess.org/jQaVQrR6#49,
00OCQ,1rr3k1/5p1p/p5pQ/4p3/4q3/B3P3/PPPR1PPP/2KR4 w - - 6 27,c2c3 c8c3 b2c3 b8b1,1092,75,97,668,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/kcUnWeDs#53,
00Oft,3r4/p1pk1p1p/2pp1qr1/2b5/Q3P1b1/5NB1/P2N1PPP/R4RK1 w - - 2 16,g3h4 g4f3 d2f3 f6f3,1490,184,100,33,equality middlegame pin short,https://lichess.org/SpSdvvVa#31,
00Oqz,5r2/7r/2kpqB1P/p1p1p2Q/P3P3/2PP4/5P1K/6R1 w - - 0 40,g1g6 f8f6 g6f6 e6f6,966,77,98,385,crushing endgame master short,https://lichess.org/OxaRmufB#79,
00Qnn,r1bqkb1r/ppp1n1p1/7p/3Pp1N1/2P5/8/PP3PPP/RNBQK2R w KQkq - 0 11,d1h5 g7g6 h5e2 h6g5,1476,222,100,10,defensiveMove equality opening short,https://lichess.org/bvZx0hh4#21,
00RXz,1k1r4/pp1b4/2pq1p1p/6p1/8/1Q4P1/PP3PBP/3R2K1 b - - 0 27,d6e6 b3e6 d7e6 d1d8,1226,75,100,123,advantage endgame queensideAttack short,https://lichess.org/KgK5s7Qu/black#54,
00Se9,5rk1/pp1n2r1/3p2N1/2pQ4/2P5/4P1P1/qP2KPP1/7R b - - 1 24,g7f7 g6e7 g8g7 d5g5,1783,74,98,1147,middlegame,https://lichess.org/cMwUzce9/black#48,
00SsI,6R1/p4p1p/2p1pp1k/8/2N5/4b1R1/4K1PP/2q5 b - - 1 29,e3g5 g3h3 g5h4 h3h4,1042,75,100,366,endgame,https://lichess.org/WfTPI1ZC/black#58,
00TQf,4r1k1/p1R1n2p/4N3/5rK1/8/6PP/P3R3/8 w - - 3 46,g5g4 h7h5 g4h4 e7g6,1264,75,97,1590,endgame mate mateIn2 short,https://lichess.org/aPLWBAFg#91,
00Tge,8/5k2/8/1p1p2pN/1PpP1nP1/2P1KP2/8/8 b - - 10 58,f4h5 g4h5 f7g7 f3f4,1076,77,97,2112,crushing endgame short,https://lichess.org/Jri9vZwO/black#116,
00UF4,rnbQ1b1r/pp2n2p/2p2k2/1q2p1p1/3P4/5N2/P1P2PPP/R1B1K2R b KQ - 0 13,f8g7 c1g5 f6f7 d8e7,1657,75,98,649,crushing middlegame short,https://lichess.org/xkouJg1l/black#26,Scandinavian_Defense Scandinavian_Defense_Main_Line
00UV8,3r4/7p/p3nkp1/1b6/4P2P/1B2B3/P4KP1/8 b - - 1 38,e6d4 e3g5 f6e5 g5d8,1471,286,100,8,endgame equality short skewer,https://lichess.org/xzJR462D/black#76,
00Upm,r5r1/1p5k/p2b1Pn1/2p1p1P1/P1PpP3/2P5/1P3KB1/R4R2 b - - 2 29,a8f8 f1h1 g6h4 h1h4,1088,78,100,67,advantage middlegame short,https://lichess.org/6s5P4SQT/black#58,
00Wi9,8/8/3n1P2/2k5/2pp1K2/P7/8/3B4 w - - 2 63,f4e5 d4d3 f6f7 d6f7,1701,76,97,3180,crushing endgame master short,https://lichess.org/kGGKKGh6#125,
00WqT,r4r2/1ppb1p2/p2p2pk/5P2/4P3/2PBB1R1/PKP2P1q/8 b - - 4 26,h6h5 d3e2 h5h4 e3g5,1563,76,97,16190,mate mateIn2 middlegame short,https://lichess.org/HcfiWViE/black#52,
00XCT,6Q1/7K/2k5/3r4/8/8/8/8 w - - 5 82,h7h8 d5h5 g8h7 h5h7,1045,81,100,238,endgame equality queenRookEndgame short,https://lichess.org/I94rnuWS#163,
00YMX,r5k1/1p2pp2/p2p3B/3P1P2/2P1P3/3p3Q/Pq6/R4K2 w - - 0 29,h3g4 g8h7 a1e1 h7h6,1608,209,100,11,defensiveMove endgame equality short,https://lichess.org/78vTggqs#57,
00ZN7,3q2k1/8/Q2p2p1/3P1p1p/1p2P1nP/1Pp5/2P3P1/5R1K w - - 0 36,e4f5 d8h4 h1g1 h4h2,916,79,100,559,endgame mate mateIn2 short,https://lichess.org/U0LXbVT4#71,
00bFH,4r1k1/1q3ppp/3B1n2/p2P4/8/Pp3Q1P/5PPN/1R4K1 w - - 0 27,f3b3 e8e1 b1e1 b7b3,1602,168,100,27,deflection equality middlegame short,https://lichess.org/E8lzVecv#53,
00bXU,5r1k/p3q1p1/1p4pp/1P1BP1n1/2P1n1P1/5N1P/6Q1/5RK1 b - - 4 34,g5f3 f1f3 f8f3 g2f3,1445,252,100,8,equality middlegame short,https://lichess.org/hnvrdsFu/black#68,
00cud,8/5p2/6p1/1p1N1k2/1PbK4/2P3P1/8/8 b - - 0 48,c4f1 d5e3 f5e6 e3f1,1011,75,98,1814,crushing endgame fork master short,https://lichess.org/XdT6vR6T/black#96,
00cy1,2rknb2/3q1pp1/p1pP3r/1pQ1P2p/5P2/1P4P1/PB4K1/3R4 b - - 0 27,h5h4 c5b6 e8c7 d6c7,1165,76,100,167,advancedPawn advantage master middlegame pin short,https://lichess.org/TsSnBR0S/black#54,
00hbV,8/pk1r1bR1/1p6/8/2P2N2/1P6/1K6/8 b - - 21 60,f7e6 f4e6 d7g7 e6g7,935,77,98,1305,crushing endgame hangingPiece master short,https://lichess.org/DL4VBFov/black#120,
00iLe,r1b1r1k1/pp1n1pb1/3p1q1p/2pP2p1/2P1B3/4PNB1/PPQ2PPP/2KR3R w - - 1 15,h2h4 e8e4 h4g5 h6g5,1696,75,97,1566,crushing middlegame short,https://lichess.org/fBB50Rwf#29,Torre_Attack Torre_Attack_Fianchetto_Defense
00jOm,1r6/3Pkppp/4p3/3p4/8/8/P4PPP/2R3K1 w - - 0 29,c1c8 b8b1 c8c1 b1c1,971,77,100,84,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AptD0dS5#57,
00jQ7,8/7p/1p3Qpk/1Pp5/2Pp4/5PP1/2q3KP/8 w - - 1 41,g2h3 c2f5 f6f5 g6f5,988,80,100,60,crushing endgame master queenEndgame short,https://lichess.org/B5l9Wp7O#81,
00n76,8/8/7p/1P1R3P/8/2k5/3p3r/3K4 w - - 3 49,b5b6 h2h1 d1e2 h1e1,1589,74,97,2718,endgame,https://lichess.org/1pRVU0YT#97,
00oYS,4K3/4P1k1/8/8/8/8/2p1R3/2r5 w - - 10 59,e8d7 c1d1 d7e6 c2c1q,1133,225,100,20,advancedPawn clearance crushing endgame master promotion rookEndgame short,https://lichess.org/poyLvn1d#117,
00ogc,1r4k1/5p2/4p1pp/3p4/3P4/q1P3P1/PrRQRP1P/6K1 b - - 11 27,a3a2 c2b2 b8b2 d2b2,858,77,97,912,crushing endgame short,https://lichess.org/rlxeM6QT/black#54,
00ouE,2r5/2r3k1/1p2pp1p/p2pQ1p1/3P4/4P1P1/PPq2P1R/KR6 w - - 0 30,e5e6 c2b1 a1b1 c7c1,1328,76,100,436,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/ZjaFn424#59,
00qqD,r3k2r/ppp2Bp1/2n5/2p1p2p/4P1n1/3P1N1q/PPP2P1N/R3QRK1 b kq - 0 14,e8f7 f3g5 f7g8 g5h3,942,78,98,1934,crushing fork middlegame short,https://lichess.org/SJ9o4Klb/black#28,Italian_Game Italian_Game_Giuoco_Piano
00tB9,1k1r3r/1bq1b1p1/p2p4/2nBp1P1/4P3/4BP2/1PPQN3/2KR3R w - - 3 24,d5b7 c5b3 c1b1 b3d2,1337,75,100,191,advantage middlegame pin queensideAttack short,https://lichess.org/I1QFfgyS#47,
00woo,8/r7/pkq1p1r1/R2pPp2/RPpP1Qp1/2P3Pp/4KP1P/8 w - - 1 44,b4b5 a6b5 a5a7 b5a4,999,76,98,1395,advantage endgame short,https://lichess.org/0RoBTQw1#87,
00xGN,r2q1rk1/ppp1nppp/3b4/1B6/3QP3/2N2b2/PPP2PPP/R1B2RK1 w - - 0 10,g2f3 d6h2 g1h2 d8d4,1087,79,100,69,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/g17XFBDp#19,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
00yHW,8/1p4r1/PR6/6pk/8/6PP/6K1/8 b - - 0 40,b7a6 g3g4 h5h4 b6h6,1110,76,100,243,endgame mate mateIn2 rookEndgame short,https://lichess.org/jJ4ZSQGJ/black#80,
00yLn,2k1b3/pp6/2p1N1p1/2P2p2/3K4/P4r2/8/R7 b - - 1 31,e8f7 e6g5 f7d5 g5f3,1306,100,100,78,endgame equality fork short,https://lichess.org/JgcSpYyU/black#62,
01243,r7/pp1Qp1B1/8/3kb3/4q3/8/PP3PP1/5K2 b - - 4 34,e5d6 d7b7 d5e6 b7e4,1479,77,97,10294,crushing deflection endgame fork master short skewer,https://lichess.org/dfLW8TS1/black#68,
0198M,6rk/p1N2R1p/1n1Q4/2p1p3/8/7P/PPP3P1/4q2K w - - 1 33,h1h2 e1g3 h2g1 g3g2,1009,75,98,1220,endgame mate mateIn2 short,https://lichess.org/ldvaocEE#65,
019iU,1n6/1P2k3/p2Rbpp1/2P1p2p/P1P1P2P/4BPP1/6K1/8 w - - 2 41,d6a6 b8a6 c5c6 e7d6,1585,212,100,12,endgame equality hangingPiece short,https://lichess.org/v6TMzcJH#81,
01Bkb,r4rk1/ppp2ppp/3p1q2/2b1p3/2BnP3/2NP2Q1/PPP2PPP/R4RK1 w - - 2 11,c3d5 d4e2 g1h1 e2g3,882,77,97,2690,crushing fork middlegame short,https://lichess.org/cdIWRW7I#21,Italian_Game Italian_Game_Giuoco_Pianissimo
01DXj,8/pR6/8/P7/2Pb1rk1/1P1K4/8/8 b - - 0 39,d4g1 b7g7 g4f5 g7g1,823,76,100,127,advantage endgame master short skewer,https://lichess.org/kyzVQnHB/black#78,
01DvO,r1r3k1/1QP1qpp1/7p/R3P3/6PP/6K1/p7/B7 b - - 4 42,a8a5 b7c8 g8h7 c8b7,1473,189,100,11,defensiveMove endgame equality hangingPiece short,https://lichess.org/uQpGLSZy/black#84,
01EDR,8/8/8/p4R1p/2p1k3/P4R1P/1P2q1P1/7K w - - 4 38,f5a5 e2e1 h1h2 e1a5,1083,76,97,316,endgame,https://lichess.org/W89MP6kG#75,
01FCo,1k2r2r/1Pp2pb1/1n1p3p/3Pq1p1/1Q1NP3/2P2P2/P4R1P/R3K3 b Q - 0 22,g7f6 d4c6 b8b7 c6e5,906,75,97,2034,crushing fork middlegame short,https://lichess.org/ppE9yTN1/black#44,
01IFU,r1b2rk1/pp3pp1/3b3p/3Bn3/P2N1q2/2P4P/1P3PP1/RN1Q1RK1 w - - 1 17,d4e2 e5f3 g2f3 f4h2,1051,74,99,1443,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/0kHqIPwO#33,Philidor_Defense Philidor_Defense_Other_variations
01J3q,r3r1k1/ppq1ppb1/2p3nN/2Pp3p/3Pn2N/1P2P2P/PB3QP1/R4RK1 b - - 9 23,g7h6 f2f7 g8h8 h4g6,1329,75,97,19610,fork mate mateIn2 middlegame short,https://lichess.org/CUMxzqX2/black#46,
01KQY,2r2k2/1R3p1p/6pP/P2p4/1p6/1P2RPP1/3r4/1K6 b - - 2 39,c8c2 b7b8 c2c8 b8c8,882,78,97,634,endgame mate mateIn2 rookEndgame short,https://lichess.org/O7OlrfG1/black#78,
01KyF,5rk1/6bp/1p2p1p1/1Pp5/2P4q/4NQ1P/5PP1/1R4K1 w - - 0 32,f3c6 h4f2 g1h1 f2e3,1183,77,100,136,crushing endgame fork short,https://lichess.org/dyxvNO3Q#63,
01NVd,8/1K3Npk/5n2/R6p/7r/p7/8/8 b - - 1 48,h4h3 f7g5 h7g6 g5h3,915,79,100,149,advantage endgame fork master short,https://lichess.org/acDgVv4Q/black#96,
01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,889,76,100,906,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#43,
01QTc,R1b3k1/4pp1p/3p2p1/2pP4/2P1PP2/2Q2B1P/5qPK/1r6 b - - 9 27,h7h5 a8c8 g8h7 c3h8,879,77,97,484,endgame hangingPiece master mate mateIn2 short,https://lichess.org/YTB6JMoe/black#54,
01QcQ,4r1k1/2p1qpp1/3b3p/pP1p4/P2P4/7P/2QB1PP1/R3r1K1 w - - 0 33,a1e1 e7e1 d2e1 e8e1,1092,190,100,8,endgame kingsideAttack mate mateIn2 short,https://lichess.org/h6N2W0kY#65,
01QgT,8/8/p1pk1R2/1pp1rp2/8/1P1K4/P1P5/8 b - - 1 36,d6d5 c2c4 b5c4 b3c4,853,77,97,542,endgame mate mateIn2 rookEndgame short,https://lichess.org/H2u6Pf0I/black#72,
01Qta,6r1/8/p1p1k3/P1B3pr/1P2ppRP/2P5/7K/6R1 w - - 2 44,g4g5 h5h4 h2g2 g8g5,1259,75,100,153,crushing endgame interference intermezzo short,https://lichess.org/GnRDQgRO#87,
01RPd,1R6/4P1k1/6p1/6P1/2p1b3/2Pn2pP/r7/6K1 w - - 0 38,e7e8q a2a1 b8b1 a1b1,1094,76,100,62,endgame mate mateIn2 short,https://lichess.org/ibPP9sZo#75,
01TMP,r3k2r/pp2qpp1/2n1b2p/8/3PR3/2P2NP1/PPQ2PP1/2K4R b kq - 0 16,e8g8 d4d5 c6b4 e4b4,1606,500,100,2,equality middlegame short,https://lichess.org/hD8JXDdV/black#32,
01VFl,8/7R/4k3/6Pp/4p1nP/6K1/P4r2/8 b - - 1 45,e6f5 h7f7 f5e6 f7f2,1016,76,100,186,crushing endgame master short,https://lichess.org/W5uoHo6C/black#90,
01Wpf,4rrk1/pbp3pp/3q4/2P2p2/5b2/P1Q2N1P/6PN/R4R1K b - - 0 27,d6c6 c3c4 f8f7 c4f4,1466,76,100,206,advantage fork middlegame short,https://lichess.org/TrexH5VK/black#54,
01X4v,r2q1rk1/pppb1pp1/2n4p/3nP3/8/B1P2N2/P3QPPP/R2R2K1 w - - 0 14,a3f8 d5c3 e2c2 c3d1,1460,76,98,3529,advantage fork middlegame short,https://lichess.org/doRnRBoB#27,Scotch_Game Scotch_Game_Goring_Gambit
01Y2F,r3kb1r/pp1q1ppp/4p3/4Pn2/3pN3/2P4P/PP3RP1/R1BQ2K1 w kq - 0 15,f2f5 e6f5 e4d6 f8d6,1245,75,100,142,advantage hangingPiece master middlegame short,https://lichess.org/jAxvVDSP#29,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01Yqt,8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36,h3h4 h6h5 g4h3 g5g4,1251,75,98,8588,endgame mate mateIn2 short,https://lichess.org/mHAjRMmQ#71,
01chU,1N4k1/7p/PR1n2r1/1b6/1P3R2/3p3r/1P4P1/4N1K1 w - - 0 45,e1d3 h3d3 a6a7 d3d1,1748,197,100,13,equality hangingPiece middlegame short,https://lichess.org/sEbtzZxR#89,
01ehq,2kr3r/1bpp1ppp/1b4q1/p3Pn2/PpN5/1BpP1P2/1P1BQ1PP/R4R1K w - - 0 18,b2c3 f5g3 h2g3 g6h5,1491,76,97,10225,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/KcyZDcQR#35,Ruy_Lopez Ruy_Lopez_Morphy_Defense
01hHF,8/3bkpp1/7p/2PB4/1K6/p5P1/5PP1/8 b - - 6 44,d7e6 d5e6 e7e6 b4a3,1557,75,99,581,bishopEndgame crushing endgame master short,https://lichess.org/4uIwx0C8/black#88,
01iYr,1r2k2r/p2n1ppp/q1Bp4/2p5/4P3/2b5/PP2NPPP/1R1Q1K1R b k - 3 15,c3b2 d1d6 a6c6 d6c6,1644,76,98,8288,crushing middlegame short,https://lichess.org/q9CgHIFz/black#30,Indian_Defense Indian_Defense_Other_variations
01jE5,8/7p/6p1/6Q1/8/2pK1PP1/1r5P/1k6 w - - 10 58,g5c5 c3c2 c5c2 b2c2,1355,75,98,1552,advancedPawn crushing endgame queenRookEndgame short,https://lichess.org/8ruwWI4M#115,
01kih,3r2k1/pp3pp1/1n4p1/2p5/6P1/1B3PKP/PP6/4R3 b - - 5 28,d8d2 e1e8 g8h7 b3f7,1083,127,100,15,advantage deflection endgame short,https://lichess.org/mXVYDssc/black#56,
01l8L,3r2rk/1pq2pp1/p2pbR1p/8/8/3B4/PPPQ1PPP/3R2K1 b - - 1 24,c7e7 f6h6 g7h6 d2h6,968,76,97,673,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/2v3NoJFT/black#48,
01mxD,rn3rk1/p1b2ppp/1p1qp3/3p2n1/1P1P4/PN1QPN2/5PPP/R3BRK1 w - - 6 17,b4b5 g5f3 g2f3 d6h2,1156,76,100,487,kingsideAttack mate mateIn2 opening short,https://lichess.org/gtjH4VlN#33,Slav_Defense Slav_Defense_Quiet_Variation
01pet,8/8/2Pk2pp/1b6/1N1K4/7P/6P1/8 b - - 3 42,b5c6 b4c6 d6c6 d4e5,1271,76,100,264,crushing defensiveMove endgame master short,https://lichess.org/2zbC2YaY/black#84,
01q3y,rnb2r2/ppp2B1k/3p3p/2b4Q/4P3/3P4/PP1NKPPP/q7 b - - 0 14,a1b2 h5g6 h7h8 g6h6,1045,74,98,6587,deflection mate mateIn2 middlegame short,https://lichess.org/8Ciw3tYm/black#28,Bishops_Opening Bishops_Opening_Boi_Variation
01s3S,1r6/8/3q1kp1/3p1p2/1P1P3Q/2P5/3n1PPP/4R1K1 b - - 12 35,f6g7 e1e7 d6e7 h4e7,849,76,97,672,crushing endgame short,https://lichess.org/tSH88PE5/black#70,
01tcI,2kr1bnr/pppb2pp/2n1p3/3pP3/3P1B2/2P3P1/PP1N1KBq/R2Q2N1 b - - 2 12,f8e7 d2f1 h2h6 f4h6,1472,361,100,3,equality middlegame short trappedPiece,https://lichess.org/ITYDEMNb/black#24,
01w3s,r4r1k/ppp1q1pp/6N1/5Q2/2B5/2P5/P1P2PPP/2KR4 b - - 2 21,h7g6 f5h3 e7h4 h3h4,1097,75,97,5236,endgame mate mateIn2 short,https://lichess.org/vDbgzIXr/black#42,
01wS5,b5rk/6p1/qNpQR2p/5p2/3P4/5P2/1P4PP/6K1 b - - 1 32,a6b6 e6h6 g7h6 d6h6,816,75,99,2714,endgame mate mateIn2 sacrifice short,https://lichess.org/lVaVeCfQ/black#64,
01ws2,1q3bk1/5ppp/8/3QP3/2B5/6NP/6PK/4r3 b - - 3 38,e1e5 d5f7 g8h8 f7g8,878,77,100,305,endgame master mate mateIn2 short,https://lichess.org/Zmxs5jrC/black#76,
01xjo,r2qb2k/4b1p1/p3p2p/1p1pn1P1/3n3P/P1N5/1P3P2/RBBQK2R w KQ - 3 23,d1d4 e5f3 e1f1 f3d4,902,88,100,38,advantage fork middlegame short,https://lichess.org/Avj9yhYn#45,
01yqP,2k5/5p2/p1B2p2/8/2P1N1K1/3p2P1/PP6/5r2 w - - 0 33,c6a4 f6f5 g4h3 f5e4,1172,74,97,6983,crushing endgame fork short,https://lichess.org/WZyI7GAL#65,
023GF,5k2/R5pp/4pp2/8/2p5/1p2N1P1/1P3PKP/2r5 w - - 0 31,a7d7 c4c3 b2c3 b3b2,1300,76,98,11785,advancedPawn crushing endgame short,https://lichess.org/xFPlIFCp#61,
0243k,r1r3k1/4qpbp/1B2p1p1/p2b4/8/PP2PN2/4QPPP/2R2RK1 w - - 1 21,b6c5 c8c5 c1c5 e7c5,934,77,99,908,crushing middlegame short,https://lichess.org/PaIEyiMV#41,
024qN,3r2k1/1p1r1pp1/1n2p2p/2p2q2/1PPP2R1/7P/4NPP1/2QR2K1 w - - 0 28,c1h6 f5g4 h3g4 g7h6,1369,75,98,4636,advantage middlegame short,https://lichess.org/QxwlVOwl#55,
026wE,1rbr2k1/ppN2ppp/3p4/4n2q/8/1B4Q1/PPP2PPP/3RR1K1 w - - 3 19,e1e5 h5d1 e5e1 d1e1,863,75,98,1324,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/m3l7FmZx#37,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
0297d,8/p3R2p/1p3pk1/6p1/3r1nPq/1BQ4P/PP3P1K/8 w - - 2 34,c3d4 h4h3 h2g1 h3g2,1214,77,100,114,endgame mate mateIn2 short,https://lichess.org/iMgK2mai#67,
029mV,8/8/5k2/1p4p1/1R1P2K1/6R1/3r2b1/8 w - - 0 37,b4b5 d2d4 g4h5 d4h4,963,76,98,3829,endgame mate mateIn2 short,https://lichess.org/CmXjYv9R#73,
02BZl,2k5/2p2B2/pp3Q1p/1K2p3/1B2P3/3r1Pr1/P1q5/R2R4 w - - 0 30,b5a6 c2a4 b4a5 a4a5,1123,75,99,989,fork mate mateIn2 middlegame short,https://lichess.org/6rFp8IAH#59,
02CAR,6k1/5ppp/p3p3/2r1N3/2P2P2/7P/PR4P1/1b4K1 b - - 1 26,f7f6 b2b8 c5c8 b8c8,964,95,100,44,endgame fork mate mateIn2 short,https://lichess.org/NHYmYGF3/black#52,
02Cjp,3r2k1/pp3pp1/8/8/4bqnR/PB6/2P3PP/5Q1K w - - 0 31,f1f4 d8d1 f4f1 d1f1,868,139,100,22,endgame mate mateIn2 short,https://lichess.org/GVfHjfG8#61,
02Dc0,r1b2rk1/5ppp/1p3P2/p1p5/5q2/2PB3P/PPK1QP2/3R2R1 b - - 2 19,f4f6 e2e4 g7g6 e4a8,1500,500,100,0,advantage middlegame short,https://lichess.org/aHJ9aAJJ/black#38,
02FvD,3R4/5Qkp/4p1p1/4q3/pr4PP/2P5/5P2/K2R4 b - - 0 31,g7f7 d1d7 f7f6 d8f8,1285,75,100,460,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/fW29rasF/black#62,
02Gk6,r4rk1/p1p2ppp/1b6/3N4/3n2Q1/2q4P/P5P1/3R1R1K b - - 1 24,c3c6 d5e7 g8h8 e7c6,1139,76,100,120,advantage fork middlegame short,https://lichess.org/cwUiT84t/black#48,
02H6O,4r1k1/pp4np/2pp1RpB/4p3/3pP3/3P3P/PPP1K1P1/8 b - - 0 23,e8e6 h6g7 e6f6 g7f6,1168,75,99,1476,advantage endgame short,https://lichess.org/JeTQKr1P/black#46,
02HG7,5rr1/pk2q2p/2p1p3/4Qn2/1P6/8/P4PPP/2R2RK1 b - - 0 30,g8g2 g1g2 f5h4 g2h1,1407,75,100,1627,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/wUcmJlwa/black#60,
02HLs,8/5Bk1/8/3bq3/2p5/2P2Rp1/1P4P1/5R1K w - - 1 43,f7d5 e5h5 h1g1 h5h2,1035,76,98,1726,endgame fork mate mateIn2 short,https://lichess.org/CaJsV92Y#85,
02I9K,6k1/4Q1n1/4p3/p7/1p6/1Pq5/P4P2/K1B5 w - - 3 40,c1b2 c3e1 b2c1 e1c1,906,77,99,545,endgame mate mateIn2 short,https://lichess.org/ZQcHKGBg#79,
